"ORIGIN_AIRPORT_ID","FL_DATE","N_FLIGHTS","N_CANCELATIONS","Description","CANC_RATE"
12953,2018 Jul,14786,801,"New York, NY: LaGuardia",0.0541728662248072
12953,2015 Nov,7956,115,"New York, NY: LaGuardia",0.0144544997486174
12953,2013 Jan,7950,185,"New York, NY: LaGuardia",0.0232704402515723
12953,2017 Jul,7860,325,"New York, NY: LaGuardia",0.0413486005089059
12953,2010 Mar,8433,290,"New York, NY: LaGuardia",0.0343887110162457
12953,2011 Dec,7711,73,"New York, NY: LaGuardia",0.00946699520165997
12953,2016 Feb,7879,449,"New York, NY: LaGuardia",0.0569869272750349
12953,2013 Oct,9642,116,"New York, NY: LaGuardia",0.0120306990250985
12953,2015 Feb,8945,1068,"New York, NY: LaGuardia",0.11939631078815
12953,2015 May,9428,281,"New York, NY: LaGuardia",0.0298048366567671
12953,2010 Oct,9225,242,"New York, NY: LaGuardia",0.0262330623306233
12953,2017 Sep,7510,306,"New York, NY: LaGuardia",0.040745672436751
12953,2013 May,8807,224,"New York, NY: LaGuardia",0.0254343136141705
12953,2010 Sep,8743,237,"New York, NY: LaGuardia",0.027107400205879
12953,2013 Aug,8985,226,"New York, NY: LaGuardia",0.0251530328324986
12953,2014 Aug,9258,194,"New York, NY: LaGuardia",0.0209548498595809
12953,2014 Nov,8823,197,"New York, NY: LaGuardia",0.0223280063470475
12953,2017 Dec,7733,109,"New York, NY: LaGuardia",0.0140954351480667
12953,2017 Nov,7740,23,"New York, NY: LaGuardia",0.00297157622739018
12953,2012 Jun,8155,243,"New York, NY: LaGuardia",0.0297976701410178
12953,2018 Sep,13850,330,"New York, NY: LaGuardia",0.023826714801444
12953,2016 Jan,8028,542,"New York, NY: LaGuardia",0.06751370204285
12953,2017 Jun,7930,246,"New York, NY: LaGuardia",0.0310214375788146
12953,2016 Jul,8497,444,"New York, NY: LaGuardia",0.0522537366129222
12953,2015 Oct,8590,125,"New York, NY: LaGuardia",0.0145518044237485
12953,2020 Sep,3286,13,"New York, NY: LaGuardia",0.0039561777236762
12953,2021 Jan,3358,18,"New York, NY: LaGuardia",0.0053603335318642
12953,2013 Apr,8581,244,"New York, NY: LaGuardia",0.0284349143456474
12953,2014 Feb,7914,1086,"New York, NY: LaGuardia",0.137225170583776
12953,2018 Feb,12726,314,"New York, NY: LaGuardia",0.0246738959610247
12953,2012 May,8431,185,"New York, NY: LaGuardia",0.0219428300320247
12953,2020 Aug,3810,88,"New York, NY: LaGuardia",0.0230971128608924
12953,2013 Jun,8596,404,"New York, NY: LaGuardia",0.0469986040018613
12953,2015 Jun,9154,390,"New York, NY: LaGuardia",0.0426043259777147
12953,2019 Apr,14457,319,"New York, NY: LaGuardia",0.0220654354292038
12953,2017 Mar,8310,504,"New York, NY: LaGuardia",0.0606498194945848
12953,2020 Dec,3867,104,"New York, NY: LaGuardia",0.0268942332557538
12953,2012 Jan,7825,224,"New York, NY: LaGuardia",0.0286261980830671
12953,2014 Apr,9117,185,"New York, NY: LaGuardia",0.0202917626412197
12953,2013 Mar,8717,315,"New York, NY: LaGuardia",0.0361362854192956
12953,2010 May,9030,218,"New York, NY: LaGuardia",0.0241417497231451
12953,2010 Jan,8038,368,"New York, NY: LaGuardia",0.0457825329684001
12953,2019 Aug,15269,793,"New York, NY: LaGuardia",0.051935293732399
12953,2015 Mar,10140,788,"New York, NY: LaGuardia",0.0777120315581854
12953,2020 Feb,12912,138,"New York, NY: LaGuardia",0.0106877323420074
12953,2018 Oct,14848,184,"New York, NY: LaGuardia",0.0123922413793103
12953,2019 Nov,13553,63,"New York, NY: LaGuardia",0.00464841732457758
12953,2017 May,7931,200,"New York, NY: LaGuardia",0.0252175009456563
12953,2014 Jul,9377,528,"New York, NY: LaGuardia",0.0563079876293058
12953,2016 Nov,7438,37,"New York, NY: LaGuardia",0.00497445549879
12953,2016 May,8032,70,"New York, NY: LaGuardia",0.00871513944223107
12953,2018 Dec,13396,115,"New York, NY: LaGuardia",0.00858465213496566
12953,2017 Aug,8219,337,"New York, NY: LaGuardia",0.0410025550553595
